technology_id,set_id
86,2074
90,2074
93,2074
94,2074
95,2074
96,2074
97,2074
98,2074
99,2074
107,2074
108,2074
109,2074
2,2075
4,2075
5,2075
9,2075
12,2075
79,2075
82,2075
83,2075
84,2075
85,2075
86,2075
90,2075
93,2075
94,2075
95,2075
96,2075
97,2075
98,2075
99,2075
107,2075
108,2075
109,2075
110,2075
113,2075
2,2076
3,2076
5,2076
6,2076
7,2076
4,2081
85,2083
86,2083
136,2085
7,2086
1,2087
2,2087
3,2087
7,2087
8,2087
12,2087
15,2087
79,2087
85,2087
111,2087
117,2087
124,2087
138,2087
1,2088
3,2088
12,2088
85,2088
111,2088
138,2088
8,2089
117,2089
24,2090
15,2091
124,2091
2,2092
7,2093
8,2093
117,2093
9,2094
14,2094
18,2094
121,2094
7,2095
8,2095
9,2095
117,2095
118,2095
79,2097
12,2098
79,2099
85,2100
91,2102
95,2104
85,2105
7,2106
8,2106
9,2106
117,2106
118,2106
7,2107
8,2107
9,2107
117,2107
118,2107
109,2108
113,2108
109,2109
113,2109
7,2110
8,2110
9,2110
117,2110
118,2110
7,2111
8,2111
9,2111
117,2111
118,2111
7,2112
8,2112
9,2112
117,2112
118,2112
7,2113
8,2113
9,2113
117,2113
118,2113
7,2114
79,2115
83,2116
138,2118
2,2121
109,2122
113,2122
75,2123
80,2123
82,2123
99,2123
110,2123
120,2123
110,2124
7,2131
7,2132
85,2133
86,2133
93,2133
94,2133
95,2133
96,2133
111,2133
7,2134
7,2135
75,2136
80,2137
85,2138
86,2138
79,2139
80,2139
81,2139
82,2139
85,2139
86,2139
101,2139
110,2139
111,2139
137,2139
80,2141
93,2141
94,2141
95,2141
96,2141
94,2142
95,2142
96,2142
97,2142
109,2143
7,2144
73,2145
85,2148
94,2149
109,2150
96,2151
79,2152
85,2153
86,2154
109,2155
138,2157
79,2158
83,2159
91,2161
109,2162
110,2162
91,2165
83,2166
84,2166
95,2166
96,2166
7,2168
7,2169
7,2170
5,2172
7,2172
8,2172
10,2172
117,2172
2,2174
7,2174
2,2176
9,2177
5,2179
7,2179
8,2179
9,2179
10,2179
18,2179
80,2180
86,2182
79,2183
85,2184
136,2185
7,2186
91,2187
12,2188
80,2189
111,2189
137,2189
79,2190
83,2191
80,2192
81,2192
83,2192
84,2192
85,2192
86,2192
100,2192
101,2192
107,2192
110,2192
113,2192
94,2193
85,2194
95,2195
96,2196
120,2198
84,2199
86,2200
91,2201
74,2202
76,2203
86,2204
85,2205
80,2206
94,2207
96,2208
95,2209
94,2212
12,2214
93,2215
94,2215
95,2215
109,2215
110,2215
113,2215
7,2216
73,2216
74,2216
75,2216
79,2216
85,2216
86,2216
93,2216
94,2216
95,2216
96,2216
101,2216
109,2216
110,2216
113,2216
125,2216
12,2217
85,2217
86,2217
136,2218
95,2219
94,2220
85,2224
86,2224
94,2224
95,2224
96,2224
97,2224
111,2224
95,2228
85,2229
86,2230
94,2231
95,2232
96,2233
85,2234
86,2234
94,2235
96,2235
97,2235
95,2236
97,2237
95,2238
96,2238
80,2243
81,2243
82,2243
90,2243
100,2243
101,2243
204,2243
79,2245
95,2246
7,2251
7,2252
80,2253
85,2253
86,2253
99,2253
109,2253
110,2253
111,2253
137,2253
7,2254
80,2254
85,2254
86,2254
99,2254
109,2254
110,2254
111,2254
137,2254
83,2260
84,2261
91,2262
79,2263
95,2264
79,2265
95,2266
89,2267
120,2268
91,2269
138,2270
7,2271
2,2272
95,2273
75,2274
96,2275
136,2276
83,2277
79,2278
83,2279
91,2280
138,2281
79,2282
79,2283
85,2284
86,2285
86,2286
80,2287
81,2288
110,2289
12,2293
85,2293
79,2294
110,2295
80,2296
85,2296
86,2296
88,2296
94,2296
96,2296
109,2296
136,2296
7,2297
7,2298
7,2304
85,2305
85,2306
120,2307
1,2313
2,2313
3,2313
7,2313
8,2313
23,2313
24,2313
117,2313
1,2314
2,2314
3,2314
5,2314
6,2314
7,2314
8,2314
23,2314
24,2314
117,2314
8,2315
9,2315
18,2315
1,2316
2,2316
3,2316
5,2316
6,2316
7,2316
8,2316
23,2316
24,2316
117,2316
8,2317
9,2317
18,2317
79,2318
75,2319
76,2320
73,2321
91,2322
85,2325
12,2327
79,2328
94,2329
95,2330
85,2331
79,2333
95,2334
94,2335
80,2336
92,2337
80,2339
81,2339
137,2339
110,2340
7,2341
79,2342
84,2343
83,2344
79,2346
2,2347
79,2347
85,2349
2,2350
2,2351
2,2355
73,2355
74,2355
75,2355
76,2355
77,2355
79,2355
80,2355
91,2355
96,2355
97,2355
99,2355
128,2355
138,2355
7,2356
14,2357
15,2357
7,2358
8,2358
117,2358
2,2359
23,2360
79,2360
80,2360
81,2360
82,2360
83,2360
84,2360
85,2360
86,2360
88,2360
90,2360
93,2360
95,2360
96,2360
98,2360
99,2360
110,2360
111,2360
113,2360
135,2360
7,2361
8,2361
9,2361
18,2361
121,2361
7,2362
8,2362
9,2362
18,2362
7,2363
8,2363
117,2363
2,2365
7,2366
8,2366
9,2366
18,2366
121,2366
7,2367
8,2367
9,2367
18,2367
121,2367
2,2368
7,2369
8,2369
9,2369
18,2369
121,2369
7,2370
8,2370
9,2370
18,2370
121,2370
23,2372
79,2372
80,2372
81,2372
82,2372
83,2372
84,2372
85,2372
86,2372
88,2372
90,2372
93,2372
95,2372
96,2372
98,2372
99,2372
110,2372
111,2372
113,2372
135,2372
82,2373
83,2373
84,2373
85,2373
86,2373
92,2373
96,2373
99,2373
100,2373
101,2373
109,2373
110,2373
111,2373
135,2373
80,2374
81,2374
137,2374
80,2376
83,2376
84,2376
85,2376
86,2376
92,2376
96,2376
99,2376
100,2376
101,2376
109,2376
110,2376
111,2376
82,2377
137,2377
7,2378
8,2378
117,2378
118,2378
86,2379
86,2380
5,2381
7,2381
121,2381
8,2382
117,2382
5,2383
7,2383
8,2383
117,2383
121,2383
79,2390
80,2390
83,2390
84,2390
91,2390
94,2390
95,2390
96,2390
137,2390
138,2390
79,2391
80,2391
81,2391
83,2391
84,2391
94,2391
95,2391
100,2391
137,2391
138,2391
79,2392
83,2392
84,2392
94,2392
95,2392
96,2392
138,2392
7,2393
7,2394
2,2395
3,2395
12,2396
79,2397
80,2397
81,2397
83,2397
84,2397
91,2397
94,2397
95,2397
96,2397
137,2397
138,2397
75,2398
78,2398
79,2398
80,2398
81,2398
83,2398
84,2398
94,2398
137,2398
2,2399
2,2400
2,2401
2,2402
2,2403
85,2404
86,2405
2,2408
2,2409
2,2410
12,2411
85,2412
100,2413
79,2414
86,2415
136,2416
80,2417
81,2417
82,2417
85,2417
86,2417
96,2417
100,2417
101,2417
107,2417
109,2417
110,2417
111,2417
81,2418
82,2418
85,2418
86,2418
96,2418
100,2418
101,2418
107,2418
109,2418
110,2418
2,2429
4,2430
5,2430
7,2430
8,2430
9,2430
10,2430
14,2430
19,2430
20,2430
117,2430
79,2431
86,2432
94,2433
80,2434
95,2435
79,2436
86,2437
94,2438
95,2439
80,2440
78,2446
79,2446
85,2446
86,2446
94,2446
95,2446
96,2446
109,2446
111,2446
136,2446
2,2447
24,2447
2,2448
7,2449
2,2451
7,2452
7,2453
8,2454
117,2454
118,2455
109,2456
110,2456
2,2457
4,2458
5,2458
7,2458
8,2458
10,2458
15,2458
18,2458
117,2458
121,2458
124,2458
4,2459
5,2459
7,2459
8,2459
10,2459
15,2459
18,2459
117,2459
121,2459
124,2459
7,2460
2,2461
7,2462
8,2462
117,2462
7,2463
8,2463
117,2463
2,2464
79,2469
8,2470
7,2471
9,2472
7,2473
109,2474
5,2475
7,2475
8,2475
9,2475
10,2475
13,2475
18,2475
19,2475
20,2475
21,2475
117,2475
121,2475
7,2476
2,2477
12,2478
7,2479
2,2480
12,2481
8,2482
117,2482
2,2483
79,2485
138,2486
83,2487
84,2488
91,2489
80,2493
86,2494
86,2495
85,2496
85,2497
95,2498
96,2499
97,2499
94,2500
2,2502
7,2503
12,2504
2,2505
2,2506
5,2506
12,2506
78,2506
79,2506
80,2506
81,2506
82,2506
83,2506
84,2506
85,2506
86,2506
89,2506
91,2506
93,2506
94,2506
95,2506
96,2506
98,2506
99,2506
111,2506
113,2506
120,2506
137,2506
138,2506
139,2506
85,2509
86,2509
95,2510
2,2511
12,2512
12,2515
85,2516
86,2518
111,2520
2,2521
3,2521
4,2521
7,2521
8,2521
12,2521
110,2521
111,2521
117,2521
79,2532
75,2533
73,2534
2,2541
2,2542
7,2544
7,2547
7,2548
2,2550
2,2551
2,2552
2,2553
2,2555
3,2555
6,2555
24,2557
12,2558
85,2558
86,2558
95,2559
94,2561
136,2562
12,2564
79,2565
85,2566
7,2568
7,2569
7,2570
109,2573
73,2574
75,2574
80,2575
91,2576
79,2577
85,2578
96,2583
80,2584
95,2585
79,2586
7,2587
7,2588
7,2589
85,2591
109,2592
85,2593
73,2594
74,2595
139,2599
100,2600
75,2602
80,2602
81,2602
86,2602
95,2602
100,2602
101,2602
109,2602
120,2602
137,2602
139,2602
9,2603
109,2614
110,2614
113,2614
91,2619
73,2621
75,2623
9,2624
126,2625
83,2626
84,2627
79,2628
12,2636
85,2636
94,2636
90,2637
110,2638
81,2639
85,2642
91,2642
95,2642
110,2642
204,2642
80,2643
137,2643
89,2648
92,2649
95,2650
12,2651
81,2652
79,2655
94,2656
95,2657
114,2657
12,2658
93,2663
95,2663
96,2663
97,2663
114,2663
94,2665
85,2666
86,2666
79,2667
85,2668
91,2669
76,2670
80,2672
81,2672
137,2672
80,2673
81,2673
137,2673
109,2674
75,2677
74,2678
73,2679
75,2681
74,2682
73,2683
110,2684
81,2686
110,2688
101,2689
85,2690
82,2691
109,2695
80,2696
81,2696
137,2696
110,2697
91,2698
85,2699
86,2700
79,2701
83,2702
84,2703
91,2704
94,2705
76,2706
86,2707
83,2709
84,2710
79,2711
91,2712
108,2713
83,2714
84,2715
83,2716
86,2716
85,2717
100,2718
83,2719
85,2720
79,2721
138,2721
100,2723
79,2725
80,2725
83,2725
110,2725
120,2725
139,2725
2,2726
3,2726
6,2726
7,2726
8,2726
9,2726
18,2726
24,2726
117,2726
121,2726
80,2727
81,2727
111,2727
139,2727
12,2728
73,2728
74,2728
75,2728
76,2728
78,2728
79,2728
80,2728
81,2728
82,2728
83,2728
84,2728
85,2728
86,2728
88,2728
92,2728
95,2728
101,2728
110,2728
111,2728
126,2728
137,2728
138,2728
83,2729
84,2730
92,2731
91,2732
109,2733
110,2733
113,2733
110,2734
83,2735
79,2736
85,2737
84,2738
91,2739
85,2740
91,2742
110,2744
109,2745
109,2746
94,2747
95,2747
109,2750
93,2751
95,2751
109,2751
80,2752
91,2752
93,2752
94,2752
95,2752
96,2752
97,2752
109,2752
93,2753
95,2753
109,2753
110,2753
80,2754
137,2755
93,2758
94,2758
95,2758
9,2759
121,2759
110,2766
91,2767
86,2768
76,2769
73,2770
75,2771
78,2772
96,2773
2,2774
3,2774
5,2774
6,2774
7,2774
8,2774
9,2774
18,2774
24,2774
121,2774
80,2778
81,2779
7,2780
18,2780
118,2780
2,2781
5,2781
7,2781
12,2781
23,2781
73,2781
74,2781
75,2781
76,2781
77,2781
79,2781
83,2781
84,2781
85,2781
86,2781
93,2781
94,2781
95,2781
96,2781
98,2781
99,2781
110,2781
111,2781
113,2781
138,2781
74,2782
75,2782
78,2782
80,2782
81,2782
82,2782
83,2782
84,2782
85,2782
86,2782
88,2782
89,2782
90,2782
91,2782
92,2782
101,2782
107,2782
109,2782
110,2782
111,2782
120,2782
126,2782
128,2782
129,2782
139,2782
74,2783
75,2783
78,2783
79,2783
80,2783
81,2783
82,2783
83,2783
84,2783
85,2783
86,2783
88,2783
89,2783
90,2783
91,2783
92,2783
101,2783
107,2783
109,2783
110,2783
111,2783
120,2783
126,2783
128,2783
129,2783
137,2783
138,2783
139,2783
113,2784
4,2785
5,2785
7,2785
8,2785
9,2785
10,2785
13,2785
14,2785
15,2785
18,2785
117,2785
118,2785
121,2785
124,2785
125,2785
134,2785
74,2786
78,2786
79,2786
80,2786
81,2786
82,2786
83,2786
84,2786
85,2786
86,2786
88,2786
89,2786
90,2786
91,2786
92,2786
93,2786
94,2786
95,2786
96,2786
101,2786
107,2786
108,2786
109,2786
110,2786
111,2786
120,2786
126,2786
139,2786
94,2787
95,2788
96,2790
73,2792
110,2799
94,2800
95,2801
91,2803
79,2804
137,2805
12,2806
95,2815
85,2819
86,2819
83,2825
84,2826
94,2827
95,2828
114,2828
1,2831
4,2831
5,2831
7,2831
8,2831
9,2831
14,2831
78,2831
80,2831
81,2831
82,2831
83,2831
84,2831
85,2831
86,2831
88,2831
92,2831
93,2831
94,2831
95,2831
96,2831
109,2831
117,2831
125,2831
79,2832
84,2833
94,2834
95,2834
96,2835
138,2836
79,2837
7,2838
8,2838
18,2838
117,2838
101,2839
100,2840
7,2841
7,2842
2,2843
3,2843
4,2843
5,2843
6,2843
7,2843
8,2843
9,2843
10,2843
15,2843
117,2843
124,2843
79,2844
138,2844
83,2845
84,2846
91,2847
120,2848
95,2850
85,2851
79,2854
109,2856
110,2856
85,2858
95,2860
86,2861
73,2862
109,2864
85,2866
85,2875
2,2877
79,2878
12,2879
79,2879
85,2879
86,2879
93,2879
94,2879
95,2879
96,2879
97,2879
12,2880
91,2881
91,2889
82,2890
95,2891
78,2892
101,2893
12,2894
85,2896
86,2896
75,2897
73,2898
76,2899
100,2900
101,2901
73,2907
74,2908
75,2909
91,2911
100,2912
101,2913
110,2914
83,2915
84,2916
86,2917
79,2918
73,2920
74,2920
75,2920
85,2921
12,2922
12,2923
78,2923
79,2923
83,2923
84,2923
85,2923
74,2925
73,2926
75,2927
85,2928
12,2929
86,2930
76,2931
113,2932
95,2934
85,2935
86,2935
79,2938
85,2939
12,2940
85,2941
12,2942
79,2943
80,2952
86,2953
100,2954
139,2955
110,2956
120,2957
101,2958
79,2959
79,2963
12,2967
12,2969
86,2970
91,2973
95,2974
114,2974
79,2975
94,2976
95,2976
91,2977
2,2978
4,2978
5,2978
7,2978
8,2978
9,2978
12,2978
13,2978
18,2978
121,2978
12,2979
85,2979
12,2980
79,2981
79,2982
85,2983
75,2984
73,2985
2,2986
79,2987
83,2988
109,2992
79,2995
86,2996
85,2997
79,2998
86,3000
85,3002
79,3003
95,3004
12,3005
95,3006
86,3008
96,3008
86,3010
79,3011
7,3014
96,3021
12,3022
79,3023
86,3024
85,3025
95,3027
94,3028
82,3029
80,3030
81,3031
100,3032
99,3033
9,3043
9,3044
99,3046
73,3049
75,3049
86,3050
85,3051
95,3052
95,3053
79,3054
7,3055
110,3056
111,3056
113,3056
91,3057
83,3059
84,3060
109,3063
109,3064
109,3065
73,3066
75,3067
86,3068
101,3075
83,3077
79,3079
91,3083
79,3084
95,3087
79,3091
86,3092
95,3095
94,3100
95,3100
85,3101
86,3101
86,3102
101,3104
80,3105
109,3108
109,3112
80,3113
81,3113
110,3113
111,3113
139,3113
110,3114
7,3115
7,3116
12,3125
85,3125
86,3125
204,3125
95,3128
79,3136
138,3137
12,3138
85,3139
83,3140
138,3141
79,3142
2,3143
79,3144
95,3145
96,3146
2,3147
95,3148
94,3149
80,3151
85,3152
86,3152
79,3153
83,3154
138,3155
138,3157
79,3158
7,3159
2,3160
82,3161
85,3162
86,3162
135,3163
85,3165
86,3165
73,3166
83,3169
86,3171
85,3172
74,3173
85,3174
86,3174
95,3175
2,3176
79,3176
96,3177
95,3178
138,3205
79,3206
83,3207
91,3209
91,3221
79,3228
75,3229
73,3230
74,3231
96,3232
85,3233
78,3234
83,3235
84,3236
138,3237
95,3238
94,3239
95,3239
83,3240
84,3241
91,3242
138,3243
85,3244
86,3245
109,3247
110,3249
110,3250
84,3251
78,3252
117,3253
8,3254
7,3255
7,3256
9,3257
79,3258
85,3259
138,3261
110,3262
14,3263
80,3267
81,3267
90,3268
100,3269
101,3270
110,3271
110,3272
83,3273
84,3274
91,3275
83,3276
84,3277
91,3278
120,3280
80,3281
82,3282
86,3283
99,3284
109,3285
110,3285
109,3286
110,3286
126,3287
73,3288
138,3289
79,3290
84,3291
83,3292
89,3293
120,3294
110,3295
111,3295
83,3296
95,3297
138,3298
94,3299
95,3300
9,3301
85,3302
12,3304
83,3321
80,3322
100,3324
101,3325
12,3326
73,3328
75,3329
109,3330
79,3332
83,3335
95,3336
75,3344
85,3345
83,3347
84,3348
138,3349
79,3350
91,3351
74,3352
127,3352
139,3352
12,3353
85,3354
79,3355
73,3357
75,3357
74,3358
80,3361
101,3363
126,3364
110,3365
110,3366
83,3367
84,3368
138,3370
91,3371
127,3372
95,3373
110,3374
83,3375
138,3376
79,3377
91,3378
73,3380
75,3381
94,3383
95,3383
83,3384
84,3385
79,3386
138,3387
88,3388
2,3389
79,3390
83,3391
84,3391
138,3391
109,3392
110,3392
91,3393
12,3394
86,3395
12,3400
85,3401
80,3407
81,3408
101,3409
12,3410
100,3411
110,3421
73,3422
74,3423
86,3424
75,3425
78,3426
94,3426
95,3426
79,3427
86,3429
75,3430
73,3431
76,3433
91,3434
110,3436
109,3444
109,3445
110,3445
110,3446
111,3446
75,3448
85,3449
95,3450
94,3451
80,3452
79,3453
84,3454
83,3455
80,3456
81,3457
12,3463
95,3464
83,3466
85,3467
86,3467
91,3468
80,3473
81,3473
137,3473
91,3474
85,3476
12,3477
95,3478
12,3479
79,3480
86,3481
79,3482
138,3483
109,3485
95,3486
77,3491
81,3491
91,3491
95,3491
108,3491
110,3491
101,3493
86,3494
82,3496
85,3509
86,3510
12,3511
88,3512
80,3513
79,3514
73,3516
81,3518
101,3520
85,3521
79,3522
12,3524
12,3526
75,3527
79,3528
86,3529
137,3530
80,3531
86,3532
83,3533
79,3534
138,3535
84,3536
89,3537
73,3538
95,3539
74,3540
89,3541
4,3543
5,3543
7,3543
8,3543
9,3543
10,3543
18,3543
121,3543
12,3544
85,3544
86,3544
85,3545
75,3546
73,3547
85,3548
12,3549
75,3550
73,3551
93,3552
94,3552
97,3552
79,3553
83,3553
84,3553
91,3553
93,3553
94,3553
95,3553
96,3553
97,3553
84,3554
85,3555
79,3559
95,3560
85,3561
86,3562
101,3576
91,3577
88,3579
80,3580
109,3584
109,3585
80,3586
86,3586
99,3586
109,3586
111,3586
2,3587
2,3588
3,3588
83,3589
84,3590
79,3591
138,3592
80,3593
137,3593
82,3594
100,3595
101,3596
109,3597
110,3598
94,3601
95,3601
82,3602
12,3603
80,3605
137,3605
101,3607
109,3608
110,3608
126,3609
85,3610
14,3616
87,3616
80,3617
81,3617
137,3617
79,3621
85,3622
73,3623
74,3624
95,3625
80,3626
137,3626
86,3627
75,3628
100,3629
101,3630
86,3632
79,3633
73,3634
74,3635
75,3636
79,3637
101,3639
7,3641
7,3650
7,3651
121,3652
83,3658
84,3659
120,3660
1,3661
2,3661
3,3661
7,3661
8,3661
12,3661
117,3661
7,3662
79,3663
80,3663
83,3663
84,3663
85,3663
86,3663
95,3663
96,3663
97,3663
95,3664
79,3665
85,3665
86,3665
96,3665
97,3665
80,3667
81,3668
80,3669
81,3669
137,3669
109,3670
12,3671
80,3672
81,3672
137,3672
86,3673
110,3674
83,3675
84,3676
127,3679
73,3681
75,3682
79,3684
86,3685
85,3686
76,3687
83,3688
138,3689
79,3690
79,3691
85,3692
85,3694
12,3695
86,3696
85,3697
73,3698
75,3698
76,3698
77,3698
85,3700
12,3701
83,3702
91,3703
86,3704
75,3709
91,3711
109,3714
2,3715
79,3716
85,3717
86,3717
109,3718
83,3719
84,3720
91,3722
94,3723
95,3723
86,3724
79,3725
73,3726
74,3727
75,3728
85,3729
12,3730
137,3731
95,3734
111,3735
4,3736
7,3736
8,3736
9,3736
18,3736
19,3736
20,3736
117,3736
118,3736
121,3736
4,3737
7,3737
8,3737
9,3737
18,3737
19,3737
20,3737
117,3737
118,3737
121,3737
91,3739
79,3740
83,3741
84,3742
94,3743
95,3743
73,3746
74,3747
75,3748
100,3749
86,3753
12,3756
86,3758
79,3759
75,3760
73,3761
74,3762
100,3763
137,3764
94,3765
95,3765
79,3767
83,3767
85,3767
91,3767
93,3767
96,3767
97,3767
138,3767
7,3768
7,3769
7,3770
2,3771
5,3771
6,3771
24,3771
78,3772
93,3772
94,3772
95,3772
96,3772
97,3772
73,3773
75,3773
79,3774
76,3775
91,3776
83,3777
9,3779
85,3780
12,3781
109,3782
9,3783
79,3785
76,3787
79,3788
136,3790
75,3791
83,3792
85,3793
101,3794
9,3795
120,3796
127,3796
75,3797
79,3799
96,3801
95,3802
94,3803
73,3804
79,3806
85,3807
94,3808
95,3809
96,3810
109,3811
85,3814
94,3815
96,3816
96,3817
97,3818
95,3819
109,3820
109,3821
100,3823
86,3824
12,3825
85,3827
79,3829
12,3830
79,3832
76,3833
91,3834
84,3835
83,3836
2,3837
80,3841
86,3842
12,3843
85,3844
79,3845
75,3846
73,3847
109,3848
12,3850
95,3852
96,3853
129,3854
92,3855
74,3856
73,3857
80,3858
81,3858
110,3858
73,3859
138,3860
79,3861
83,3862
110,3863
86,3866
85,3867
95,3868
79,3869
73,3870
101,3871
136,3871
73,3874
137,3876
75,3877
110,3878
75,3879
74,3880
96,3883
77,3884
136,3885
91,3887
73,3888
79,3890
137,3891
94,3892
85,3893
108,3894
139,3895
77,3898
75,3901
91,3903
95,3904
136,3905
83,3908
138,3912
95,3913
101,3920
136,3921
126,3922
96,3926
83,3928
95,3932
79,3934
138,3935
91,3936
75,3938
73,3939
74,3940
137,3941
96,3942
95,3943
85,3944
12,3945
79,3946
75,3947
73,3948
74,3949
79,3950
85,3951
137,3952
77,3953
86,3954
85,3955
101,3956
94,3957
75,3958
73,3959
85,3961
136,3963
75,3964
74,3965
136,3966
12,3967
12,3972
79,3974
83,3975
86,3975
80,3976
85,3977
3,3978
114,3978
77,3980
79,3981
86,3982
85,3983
136,3985
96,3987
95,3988
79,3989
73,3991
101,3995
136,3995
96,3996
97,3996
74,3997
86,3997
77,3999
79,4000
73,4001
80,4002
81,4002
12,4003
85,4003
85,4005
94,4006
95,4007
79,4008
73,4010
79,4011
138,4011
73,4012
75,4013
137,4015
84,4016
83,4017
86,4018
85,4019
12,4020
94,4021
91,4023
95,4024
97,4025
74,4026
73,4027
75,4029
79,4032
85,4035
83,4036
138,4037
79,4038
95,4040
114,4040
83,4042
138,4043
79,4044
109,4046
136,4047
79,4050
95,4051
95,4057
114,4057
96,4058
85,4059
94,4060
94,4061
86,4062
85,4071
86,4071
2,4072
91,4079
94,4080
91,4083
73,4084
79,4085
95,4088
91,4089
73,4091
91,4094
73,4096
79,4097
91,4099
110,4100
73,4101
75,4101
74,4102
79,4103
80,4104
137,4105
80,4106
137,4106
94,4107
96,4108
80,4116
137,4116
74,4117
